,idx_report,idx_step,dlco,dlco,dlco,report,report,report,report,report,report,report,report,report,report
304,304,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853325034,1701853325034,createDiplomaCredential,did-key,pre-evaluation,0.0
305,305,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854361009,1701854361009,createDiplomaCredential,did-key,pre-evaluation,0.0
306,306,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854009410,1701854009410,createDiplomaCredential,did-key,pre-evaluation,0.0
307,307,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853966534,1701853966534,createDiplomaCredential,did-key,pre-evaluation,0.0
309,309,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854287585,1701854287585,createDiplomaCredential,did-key,pre-evaluation,0.0
310,310,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853762200,1701853762200,createDiplomaCredential,did-key,pre-evaluation,0.0
311,311,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853933755,1701853933755,createDiplomaCredential,did-key,pre-evaluation,0.0
312,312,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854882325,1701854882325,createDiplomaCredential,did-key,pre-evaluation,0.0
314,314,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853565826,1701853565826,createDiplomaCredential,did-key,pre-evaluation,0.0
316,316,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852977642,1701852977642,createDiplomaCredential,did-key,pre-evaluation,0.0
318,318,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855095700,1701855095700,createDiplomaCredential,did-key,pre-evaluation,0.0
319,319,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853235474,1701853235474,createDiplomaCredential,did-key,pre-evaluation,0.0
320,320,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853737846,1701853737846,createDiplomaCredential,did-key,pre-evaluation,0.0
321,321,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853063621,1701853063621,createDiplomaCredential,did-key,pre-evaluation,0.0
323,323,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855103823,1701855103823,createDiplomaCredential,did-key,pre-evaluation,0.0
324,324,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853507742,1701853507742,createDiplomaCredential,did-key,pre-evaluation,0.0
326,326,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854619240,1701854619240,createDiplomaCredential,did-key,pre-evaluation,0.0
327,327,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854704710,1701854704710,createDiplomaCredential,did-key,pre-evaluation,0.0
328,328,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855176124,1701855176124,createDiplomaCredential,did-key,pre-evaluation,0.0
329,329,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853909536,1701853909536,createDiplomaCredential,did-key,pre-evaluation,0.0
331,331,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853308639,1701853308639,createDiplomaCredential,did-key,pre-evaluation,0.0
332,332,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853473234,1701853473234,createDiplomaCredential,did-key,pre-evaluation,0.0
333,333,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853549417,1701853549417,createDiplomaCredential,did-key,pre-evaluation,0.0
334,334,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853754283,1701853754283,createDiplomaCredential,did-key,pre-evaluation,0.0
335,335,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854059540,1701854059540,createDiplomaCredential,did-key,pre-evaluation,0.0
336,336,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855061717,1701855061717,createDiplomaCredential,did-key,pre-evaluation,0.0
338,338,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854809473,1701854809473,createDiplomaCredential,did-key,pre-evaluation,0.0
340,340,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853991600,1701853991600,createDiplomaCredential,did-key,pre-evaluation,0.0
341,341,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852788650,1701852788650,createDiplomaCredential,did-key,pre-evaluation,0.0
342,342,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854076002,1701854076002,createDiplomaCredential,did-key,pre-evaluation,0.0
344,344,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853606486,1701853606486,createDiplomaCredential,did-key,pre-evaluation,0.0
346,346,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853819415,1701853819415,createDiplomaCredential,did-key,pre-evaluation,0.0
349,349,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852875232,1701852875232,createDiplomaCredential,did-key,pre-evaluation,0.0
350,350,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853663528,1701853663528,createDiplomaCredential,did-key,pre-evaluation,0.0
351,351,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854393467,1701854393467,createDiplomaCredential,did-key,pre-evaluation,0.0
352,352,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855003824,1701855003824,createDiplomaCredential,did-key,pre-evaluation,0.0
353,353,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855069782,1701855069782,createDiplomaCredential,did-key,pre-evaluation,0.0
354,354,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854238807,1701854238807,createDiplomaCredential,did-key,pre-evaluation,0.0
355,355,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854092448,1701854092448,createDiplomaCredential,did-key,pre-evaluation,0.0
356,356,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853524490,1701853524490,createDiplomaCredential,did-key,pre-evaluation,0.0
357,357,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853300245,1701853300245,createDiplomaCredential,did-key,pre-evaluation,0.0
359,359,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853167126,1701853167126,createDiplomaCredential,did-key,pre-evaluation,0.0
360,360,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853226486,1701853226486,createDiplomaCredential,did-key,pre-evaluation,0.0
361,361,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855086926,1701855086926,createDiplomaCredential,did-key,pre-evaluation,0.0
362,362,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853589914,1701853589914,createDiplomaCredential,did-key,pre-evaluation,0.0
363,363,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854336215,1701854336215,createDiplomaCredential,did-key,pre-evaluation,0.0
365,365,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853802886,1701853802886,createDiplomaCredential,did-key,pre-evaluation,0.0
367,367,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855078412,1701855078412,createDiplomaCredential,did-key,pre-evaluation,0.0
368,368,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855019802,1701855019802,createDiplomaCredential,did-key,pre-evaluation,0.0
369,369,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854417670,1701854417670,createDiplomaCredential,did-key,pre-evaluation,0.0
370,370,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853630900,1701853630900,createDiplomaCredential,did-key,pre-evaluation,0.0
371,371,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853647135,1701853647135,createDiplomaCredential,did-key,pre-evaluation,0.0
375,375,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853431703,1701853431703,createDiplomaCredential,did-key,pre-evaluation,0.0
377,377,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,1,1701853292343,1701853292342,createDiplomaCredential,did-key,pre-evaluation,0.6931471805599453
380,380,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852805967,1701852805967,createDiplomaCredential,did-key,pre-evaluation,0.0
381,381,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855227139,1701855227139,createDiplomaCredential,did-key,pre-evaluation,0.0
382,382,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855152083,1701855152083,createDiplomaCredential,did-key,pre-evaluation,0.0
383,383,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854100963,1701854100963,createDiplomaCredential,did-key,pre-evaluation,0.0
388,388,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853836920,1701853836920,createDiplomaCredential,did-key,pre-evaluation,0.0
390,390,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854230677,1701854230677,createDiplomaCredential,did-key,pre-evaluation,0.0
393,393,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854687142,1701854687142,createDiplomaCredential,did-key,pre-evaluation,0.0
394,394,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854654499,1701854654499,createDiplomaCredential,did-key,pre-evaluation,0.0
395,395,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853598380,1701853598380,createDiplomaCredential,did-key,pre-evaluation,0.0
396,396,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853210198,1701853210198,createDiplomaCredential,did-key,pre-evaluation,0.0
398,398,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853011282,1701853011282,createDiplomaCredential,did-key,pre-evaluation,0.0
399,399,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853877153,1701853877153,createDiplomaCredential,did-key,pre-evaluation,0.0
404,404,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853483250,1701853483250,createDiplomaCredential,did-key,pre-evaluation,0.0
405,405,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855200712,1701855200712,createDiplomaCredential,did-key,pre-evaluation,0.0
407,407,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854866134,1701854866134,createDiplomaCredential,did-key,pre-evaluation,0.0
408,408,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853532943,1701853532943,createDiplomaCredential,did-key,pre-evaluation,0.0
409,409,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853158434,1701853158434,createDiplomaCredential,did-key,pre-evaluation,0.0
411,411,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,1,1701852951757,1701852951756,createDiplomaCredential,did-key,pre-evaluation,0.6931471805599453
412,412,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852883711,1701852883711,createDiplomaCredential,did-key,pre-evaluation,0.0
416,416,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701852779675,1701852779675,createDiplomaCredential,did-key,pre-evaluation,0.0
417,417,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701855217740,1701855217740,createDiplomaCredential,did-key,pre-evaluation,0.0
420,420,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701854801321,1701854801321,createDiplomaCredential,did-key,pre-evaluation,0.0
422,422,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1701853267765,1701853267765,createDiplomaCredential,did-key,pre-evaluation,0.0
